Title                                                           15.10.2024 18:00
________________________________________________________________________________

Title


FileName:
  SR_TGA_K001_PP, 15.10.2024 18:00:21
  Sample Weight
SampleID:
  SR_TGA_K001_PP, 4.9292 mg
Texts:

Remarks:
  
Evaluation:
  SR_TGA_K001_PP
Method:
  MT1a SR_PP_cracking
Order Nr:
  
Customer:
  
User:
  thermo
Results:
Curve:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
           7826           7826        605.999        600.000       -10.0996
           7827           7827        606.004        600.000       -10.1092
           7828           7828        606.004        600.000        -10.124
           7829           7829        606.016        600.000       -10.1283
           7830           7830        606.020        600.000       -10.1301
           7831           7831        606.027        600.000       -10.1345
           7832           7832        606.034        600.000       -10.1422
           7833           7833        606.041        600.000       -10.1536
           7834           7834        606.042        600.000       -10.1631
           7835           7835        606.050        600.000       -10.1695
           7836           7836        606.057        600.000       -10.1692
           7837           7837        606.061        600.000       -10.1721
           7838           7838        606.072        600.000       -10.1732
           7839           7839        606.074        600.000       -10.1712
           7840           7840        606.067        600.000       -10.1761
           7841           7841        606.071        600.000       -10.1744
           7842           7842        606.075        600.000       -10.1708
           7843           7843        606.085        600.000       -10.1717
           7844           7844        606.094        600.000       -10.1595
           7845           7845        606.095        600.000         -10.16
           7846           7846        606.094        600.000       -10.1612
           7847           7847        606.105        600.000       -10.1587
           7848           7848        606.109        600.000       -10.1507
           7849           7849        606.110        600.000       -10.1425
           7850           7850        606.116        600.000        -10.136
           7851           7851        606.115        600.000       -10.1297
           7852           7852        606.110        600.000       -10.1392
           7853           7853        606.115        600.000       -10.1396
           7854           7854        606.113        600.000       -10.1352
           7855           7855        606.122        600.000       -10.1285
           7856           7856        606.128        600.000       -10.1072
           7857           7857        606.134        600.000       -10.0992
           7858           7858        606.132        600.000       -10.0943
           7859           7859        606.135        600.000       -10.0927
           7860           7860        606.140        600.000       -10.1056
           7861           7861        606.138        600.000       -10.1143
           7862           7862        606.140        600.000       -10.1218
           7863           7863        606.146        600.000       -10.1283
           7864           7864        606.147        600.000       -10.1514
           7865           7865        606.144        600.000       -10.1697
           7866           7866        606.152        600.000       -10.1853
           7867           7867        606.148        600.000       -10.2033
           7868           7868        606.148        600.000       -10.2328
           7869           7869        606.150        600.000       -10.2478
           7870           7870        606.151        600.000       -10.2608
           7871           7871        606.155        600.000        -10.276
           7872           7872        606.151        600.000       -10.2935
           7873           7873        606.151        600.000       -10.3106
           7874           7874        606.157        600.000       -10.3255
           7875           7875        606.154        600.000       -10.3402
           7876           7876        606.161        600.000       -10.3539
           7877           7877        606.167        600.000       -10.3737
           7878           7878        606.169        600.000       -10.3907
           7879           7879        606.169        600.000       -10.4073
           7880           7880        606.171        600.000       -10.4304
           7881           7881        606.170        600.000       -10.4512
           7882           7882        606.171        600.000       -10.4721
           7883           7883        606.174        600.000       -10.4896
           7884           7884        606.171        600.000       -10.5126
           7885           7885        606.167        600.000       -10.5305
           7886           7886        606.173        600.000       -10.5465
           7887           7887        606.177        600.000       -10.5644
           7888           7888        606.174        600.000       -10.5781
           7889           7889        606.179        600.000       -10.5954
           7890           7890        606.177        600.000       -10.6116
           7891           7891        606.177        600.000       -10.6277
           7892           7892        606.182        600.000       -10.6422
           7893           7893        606.182        600.000       -10.6548
           7894           7894        606.184        600.000       -10.6658
           7895           7895        606.185        600.000       -10.6745
           7896           7896        606.184        600.000       -10.6894
           7897           7897        606.185        600.000       -10.6993
           7898           7898        606.185        600.000       -10.7093
           7899           7899        606.190        600.000       -10.7215
           7900           7900        606.184        600.000       -10.7238
           7901           7901        606.192        600.000       -10.7341
           7902           7902        606.192        600.000       -10.7523
           7903           7903        606.197        600.000       -10.7746
           7904           7904        606.190        600.000       -10.7853
           7905           7905        606.196        600.000       -10.7931
           7906           7906        606.198        600.000       -10.8007
           7907           7907        606.191        600.000       -10.8126
           7908           7908        606.196        600.000       -10.8376
           7909           7909        606.196        600.000       -10.8515
           7910           7910        606.192        600.000        -10.862
           7911           7911        606.188        600.000        -10.874
           7912           7912        606.191        600.000       -10.8779
           7913           7913        606.200        600.000       -10.8856
           7914           7914        606.206        600.000       -10.8948
           7915           7915        606.201        600.000       -10.9049
           7916           7916        606.197        600.000       -10.9069
           7917           7917        606.202        600.000        -10.914
           7918           7918        606.204        600.000       -10.9221
           7919           7919        606.204        600.000       -10.9267
           7920           7920        606.204        600.000       -10.9264
           7921           7921        606.209        600.000       -10.9292
           7922           7922        606.206        600.000       -10.9343
           7923           7923        606.207        600.000        -10.942
           7924           7924        606.206        600.000       -10.9557
           7925           7925        606.211        600.000       -10.9654
           7926           7926        606.206        600.000       -10.9733
           7927           7927        606.210        600.000       -10.9828
           7928           7928        606.211        600.000       -10.9879
           7929           7929        606.212        600.000       -10.9962
           7930           7930        606.212        600.000       -11.0023
           7931           7931        606.211        600.000       -11.0062
           7932           7932        606.205        600.000       -11.0192
           7933           7933        606.207        600.000       -11.0234
           7934           7934        606.212        600.000       -11.0239
           7935           7935        606.210        600.000       -11.0252
           7936           7936        606.211        600.000       -11.0217
           7937           7937        606.211        600.000       -11.0235
           7938           7938        606.212        600.000       -11.0234
           7939           7939        606.218        600.000        -11.021
           7940           7940        606.217        600.000       -11.0115
           7941           7941        606.220        600.000       -11.0079
           7942           7942        606.218        600.000        -11.008
           7943           7943        606.220        600.000        -11.009
           7944           7944        606.218        600.000       -11.0226
           7945           7945        606.212        600.000       -11.0332
           7946           7946        606.218        600.000         -11.04
           7947           7947        606.221        600.000       -11.0445
           7948           7948        606.220        600.000        -11.055
           7949           7949        606.220        600.000        -11.063
           7950           7950        606.221        600.000       -11.0684
           7951           7951        606.217        600.000       -11.0731
           7952           7952        606.217        600.000       -11.0812
           7953           7953        606.212        600.000       -11.0817
           7954           7954        606.212        600.000       -11.0842
           7955           7955        606.218        600.000        -11.087
           7956           7956        606.210        600.000       -11.0801
           7957           7957        606.212        600.000       -11.0804
           7958           7958        606.218        600.000       -11.0813
           7959           7959        606.220        600.000       -11.0801
           7960           7960        606.225        600.000       -11.0658
           7961           7961        606.224        600.000       -11.0603
           7962           7962        606.220        600.000        -11.057
           7963           7963        606.216        600.000       -11.0545
           7964           7964        606.219        600.000       -11.0581
           7965           7965        606.221        600.000       -11.0571
           7966           7966        606.214        600.000       -11.0533
           7967           7967        606.217        600.000       -11.0491
           7968           7968        606.219        600.000       -11.0433
           7969           7969        606.222        600.000       -11.0435
           7970           7970        606.220        600.000       -11.0465
           7971           7971        606.222        600.000       -11.0508
           7972           7972        606.225        600.000        -11.057
           7973           7973        606.225        600.000       -11.0656
           7974           7974        606.223        600.000       -11.0808
           7975           7975        606.227        600.000       -11.0999
           7976           7976        606.221        600.000       -11.1267
           7977           7977        606.221        600.000       -11.1446
           7978           7978        606.220        600.000         -11.16
           7979           7979        606.220        600.000       -11.1731
           7980           7980        606.221        600.000       -11.2023
           7981           7981        606.222        600.000       -11.2259
           7982           7982        606.219        600.000       -11.2483
           7983           7983        606.210        600.000       -11.2704
           7984           7984        606.214        600.000       -11.3031
           7985           7985        606.216        600.000         -11.33
           7986           7986        606.220        600.000       -11.3548
           7987           7987        606.222        600.000       -11.3791
           7988           7988        606.220        600.000       -11.3954
           7989           7989        606.217        600.000       -11.4133
           7990           7990        606.214        600.000       -11.4305
           7991           7991        606.217        600.000        -11.447
           7992           7992        606.208        600.000       -11.4715
           7993           7993        606.214        600.000       -11.4934
           7994           7994        606.211        600.000       -11.5116
           7995           7995        606.214        600.000       -11.5286
           7996           7996        606.207        600.000       -11.5363
           7997           7997        606.211        600.000       -11.5523
           7998           7998        606.214        600.000       -11.5699
           7999           7999        606.212        600.000       -11.5876
           8000           8000        606.212        600.000       -11.6047
           8001           8001        606.210        600.000       -11.6235
           8002           8002        606.210        600.000       -11.6385
           8003           8003        606.215        600.000       -11.6502
           8004           8004        606.211        600.000       -11.6615
           8005           8005        606.208        600.000       -11.6747
           8006           8006        606.207        600.000       -11.6892
           8007           8007        606.208        600.000       -11.7016
           8008           8008        606.207        600.000       -11.7056
           8009           8009        606.204        600.000       -11.7124
           8010           8010        606.208        600.000       -11.7224
           8011           8011        606.210        600.000       -11.7305
           8012           8012        606.210        600.000        -11.726
           8013           8013        606.207        600.000       -11.7281
           8014           8014        606.204        600.000       -11.7302
           8015           8015        606.206        600.000         -11.73
           8016           8016        606.210        600.000       -11.7257
           8017           8017        606.211        600.000       -11.7255
           8018           8018        606.206        600.000        -11.725
           8019           8019        606.208        600.000       -11.7221
           8020           8020        606.206        600.000       -11.7184
           8021           8021        606.210        600.000       -11.7165
           8022           8022        606.206        600.000       -11.7121
           8023           8023        606.209        600.000       -11.7056
           8024           8024        606.212        600.000        -11.702
           8025           8025        606.210        600.000       -11.7024
           8026           8026        606.206        600.000       -11.7043
           8027           8027        606.211        600.000        -11.707
           8028           8028        606.209        600.000       -11.7182
           8029           8029        606.205        600.000       -11.7292
           8030           8030        606.211        600.000       -11.7416
           8031           8031        606.214        600.000       -11.7524
           8032           8032        606.210        600.000       -11.7691
           8033           8033        606.204        600.000       -11.7856
           8034           8034        606.209        600.000       -11.8029
           8035           8035        606.210        600.000       -11.8209
           8036           8036        606.206        600.000       -11.8466
           8037           8037        606.205        600.000       -11.8597
           8038           8038        606.203        600.000       -11.8672
           8039           8039        606.201        600.000       -11.8729
           8040           8040        606.210        600.000       -11.8795
           8041           8041        606.201        600.000       -11.8958
           8042           8042        606.198        600.000       -11.9195
           8043           8043        606.201        600.000       -11.9463
           8044           8044        606.203        600.000       -11.9658
           8045           8045        606.208        600.000       -11.9833
           8046           8046        606.208        600.000        -11.997
           8047           8047        606.211        600.000       -12.0052
           8048           8048        606.210        600.000        -12.016
           8049           8049        606.204        600.000       -12.0215
           8050           8050        606.195        600.000       -12.0318
           8051           8051        606.195        600.000       -12.0426
           8052           8052        606.189        600.000       -12.0503
           8053           8053        606.194        600.000        -12.056
           8054           8054        606.196        600.000       -12.0606
           8055           8055        606.202        600.000       -12.0605
           8056           8056        606.204        600.000       -12.0318
           8057           8057        606.208        600.000        -12.021
           8058           8058        606.201        600.000       -12.0141
           8059           8059        606.195        600.000       -12.0079
           8060           8060        606.200        600.000       -12.0119
           8061           8061        606.203        600.000       -12.0097
           8062           8062        606.199        600.000       -12.0051
           8063           8063        606.200        600.000       -11.9995
           8064           8064        606.204        600.000       -11.9875
           8065           8065        606.201        600.000       -11.9822
           8066           8066        606.204        600.000       -11.9811
           8067           8067        606.201        600.000       -11.9849
           8068           8068        606.201        600.000       -12.0001
           8069           8069        606.201        600.000       -12.0083
           8070           8070        606.200        600.000       -12.0122
           8071           8071        606.203        600.000       -12.0112
           8072           8072        606.197        600.000       -12.0173
           8073           8073        606.196        600.000       -12.0206
           8074           8074        606.198        600.000       -12.0244
           8075           8075        606.196        600.000       -12.0267
           8076           8076        606.187        600.000       -12.0357
           8077           8077        606.190        600.000       -12.0409
           8078           8078        606.188        600.000       -12.0434
           8079           8079        606.194        600.000        -12.047
           8080           8080        606.197        600.000        -12.036
           8081           8081        606.194        600.000       -12.0431
           8082           8082        606.191        600.000       -12.0594
           8083           8083        606.191        600.000       -12.0782
           8084           8084        606.190        600.000       -12.1036
           8085           8085        606.192        600.000       -12.1196
           8086           8086        606.194        600.000       -12.1318
           8087           8087        606.191        600.000       -12.1433
           8088           8088        606.192        600.000       -12.1796
           8089           8089        606.186        600.000       -12.2162
           8090           8090        606.186        600.000       -12.2611
           8091           8091        606.182        600.000       -12.3056
           8092           8092        606.187        600.000       -12.3128
           8093           8093        606.189        600.000       -12.2723
           8094           8094        606.191        600.000       -12.2543
           8095           8095        606.197        600.000       -12.2539
           8096           8096        606.197        600.000       -12.2921
           8097           8097        606.191        600.000       -12.3438
           8098           8098        606.187        600.000       -12.3986
           8099           8099        606.190        600.000       -12.4552
           8100           8100        606.218        600.000       -12.4973
           8101           8101        606.336        599.583       -12.5705
           8102           8102        606.152        599.167       -12.6596
           8103           8103        605.868        598.750       -12.7536
           8104           8104        605.576        598.333       -12.9739
           8105           8105        605.293        597.917       -13.1277
           8106           8106        605.016        597.500       -13.2718
           8107           8107        604.729        597.083         -13.41
           8108           8108        604.421        596.667       -13.5949
           8109           8109        604.110        596.250        -13.752
           8110           8110        603.782        595.833       -13.9049
           8111           8111        603.436        595.417        -14.051
           8112           8112        603.086        595.000       -14.2123
           8113           8113        602.712        594.583       -14.3635
           8114           8114        602.333        594.167        -14.511
           8115           8115        601.945        593.750       -14.6572
           8116           8116        601.542        593.333       -14.7856
           8117           8117        601.134        592.917       -14.9235
           8118           8118        600.719        592.500       -15.0642
           8119           8119        600.296        592.083       -15.2067
           8120           8120        599.872        591.667       -15.3179
           8121           8121        599.434        591.250       -15.4463
           8122           8122        598.998        590.833       -15.5774
           8123           8123        598.556        590.417       -15.7079
           8124           8124        598.111        590.000       -15.8444
           8125           8125        597.664        589.583       -15.9753
           8126           8126        597.210        589.167        -16.103
           8127           8127        596.750        588.750       -16.2271
           8128           8128        596.296        588.333       -16.3429
           8129           8129        595.841        587.917       -16.4522
           8130           8130        595.377        587.500       -16.5521
           8131           8131        594.917        587.083       -16.6493
           8132           8132        594.452        586.667       -16.7198
           8133           8133        593.991        586.250       -16.7872
           8134           8134        593.520        585.833       -16.8488
           8135           8135        593.062        585.417       -16.9134
           8136           8136        592.595        585.000       -16.9264
           8137           8137        592.135        584.583       -16.9573
           8138           8138        591.674        584.167       -16.9891
           8139           8139        591.216        583.750       -17.0233
           8140           8140        590.758        583.333       -16.9963
           8141           8141        590.293        582.917       -16.9934
           8142           8142        589.835        582.500       -16.9914
           8143           8143        589.376        582.083       -16.9931
           8144           8144        588.917        581.667       -16.9681
           8145           8145        588.466        581.250       -16.9484
           8146           8146        588.014        580.833       -16.9287
           8147           8147        587.557        580.417       -16.9153
           8148           8148        587.105        580.000       -16.8807
           8149           8149        586.652        579.583       -16.8549
           8150           8150        586.210        579.167       -16.8304
           8151           8151        585.760        578.750       -16.8101
           8152           8152        585.316        578.333       -16.7757
           8153           8153        584.870        577.917        -16.742
           8154           8154        584.428        577.500       -16.7081
           8155           8155        583.985        577.083       -16.6799
           8156           8156        583.539        576.667       -16.6601
           8157           8157        583.099        576.250       -16.6328
           8158           8158        582.660        575.833       -16.6028
           8159           8159        582.226        575.417       -16.5731
           8160           8160        581.790        575.000       -16.5319
           8161           8161        581.356        574.583       -16.4919
           8162           8162        580.926        574.167       -16.4514
           8163           8163        580.488        573.750        -16.414
           8164           8164        580.054        573.333       -16.3705
           8165           8165        579.625        572.917       -16.3253
           8166           8166        579.192        572.500       -16.2774
           8167           8167        578.767        572.083       -16.2286
           8168           8168        578.345        571.667       -16.1642
           8169           8169        577.916        571.250       -16.1074
           8170           8170        577.491        570.833       -16.0493
           8171           8171        577.065        570.417       -15.9911
           8172           8172        576.643        570.000       -15.9259
           8173           8173        576.225        569.583       -15.8629
           8174           8174        575.798        569.167       -15.7983
           8175           8175        575.378        568.750       -15.7347
           8176           8176        574.959        568.333       -15.6637
           8177           8177        574.536        567.917       -15.5936
           8178           8178        574.122        567.500       -15.5242
           8179           8179        573.708        567.083       -15.4574
           8180           8180        573.287        566.667       -15.3856
           8181           8181        572.866        566.250       -15.3168
           8182           8182        572.458        565.833       -15.2512
           8183           8183        572.038        565.417       -15.1864
           8184           8184        571.621        565.000       -15.1218
           8185           8185        571.209        564.583       -15.0583
           8186           8186        570.797        564.167       -14.9951
           8187           8187        570.383        563.750       -14.9329
           8188           8188        569.968        563.333       -14.8778
           8189           8189        569.556        562.917       -14.8202
           8190           8190        569.141        562.500       -14.7655
           8191           8191        568.728        562.083       -14.7131
           8192           8192        568.316        561.667       -14.6744
           8193           8193        567.902        561.250       -14.6323
           8194           8194        567.491        560.833       -14.5884
           8195           8195        567.081        560.417       -14.5439
           8196           8196        566.670        560.000       -14.5079
           8197           8197        566.259        559.583       -14.4633
           8198           8198        565.843        559.167       -14.4165
           8199           8199        565.432        558.750       -14.3709
           8200           8200        565.016        558.333       -14.3381
           8201           8201        564.605        557.917       -14.2987
           8202           8202        564.197        557.500       -14.2603
           8203           8203        563.790        557.083       -14.2215
           8204           8204        563.381        556.667       -14.1699
           8205           8205        562.968        556.250       -14.1277
           8206           8206        562.562        555.833       -14.0896
           8207           8207        562.150        555.417       -14.0502
           8208           8208        561.740        555.000       -14.0151
           8209           8209        561.333        554.583       -13.9803
           8210           8210        560.916        554.167       -13.9433
           8211           8211        560.505        553.750       -13.9035
           8212           8212        560.097        553.333       -13.8673
           8213           8213        559.690        552.917       -13.8288
           8214           8214        559.271        552.500       -13.7909
           8215           8215        558.864        552.083       -13.7524
           8216           8216        558.462        551.667       -13.7134
           8217           8217        558.045        551.250       -13.6777
           8218           8218        557.635        550.833       -13.6425
           8219           8219        557.227        550.417       -13.6081
           8220           8220        556.819        550.000       -13.5654
           8221           8221        556.409        549.583       -13.5244
           8222           8222        555.993        549.167       -13.4836
           8223           8223        555.587        548.750       -13.4404
           8224           8224        555.175        548.333       -13.4027
           8225           8225        554.762        547.917       -13.3601
           8226           8226        554.352        547.500       -13.3149
           8227           8227        553.943        547.083       -13.2683
           8228           8228        553.530        546.667       -13.2136
           8229           8229        553.124        546.250       -13.1662
           8230           8230        552.710        545.833       -13.1183
           8231           8231        552.305        545.417       -13.0712
           8232           8232        551.896        545.000        -13.017
           8233           8233        551.482        544.583       -12.9662
           8234           8234        551.075        544.167       -12.9175
           8235           8235        550.662        543.750         -12.87
           8236           8236        550.258        543.333       -12.8303
           8237           8237        549.841        542.917       -12.7897
           8238           8238        549.431        542.500       -12.7466
           8239           8239        549.023        542.083       -12.7037
           8240           8240        548.607        541.667       -12.6728
           8241           8241        548.201        541.250       -12.6391
           8242           8242        547.789        540.833       -12.6052
           8243           8243        547.380        540.417       -12.5703
           8244           8244        546.962        540.000       -12.5464
           8245           8245        546.549        539.583       -12.5151
           8246           8246        546.139        539.167       -12.4796
           8247           8247        545.732        538.750       -12.4416
           8248           8248        545.313        538.333       -12.4076
           8249           8249        544.899        537.917       -12.3735
           8250           8250        544.486        537.500       -12.3394
           8251           8251        544.074        537.083       -12.3049
           8252           8252        543.663        536.667       -12.2688
           8253           8253        543.251        536.250       -12.2348
           8254           8254        542.844        535.833       -12.1973
           8255           8255        542.430        535.417       -12.1564
           8256           8256        542.017        535.000       -12.1064
           8257           8257        541.604        534.583       -12.0652
           8258           8258        541.189        534.167       -12.0286
           8259           8259        540.774        533.750       -11.9907
           8260           8260        540.361        533.333        -11.952
           8261           8261        539.947        532.917       -11.9089
           8262           8262        539.538        532.500       -11.8657
           8263           8263        539.127        532.083       -11.8253
           8264           8264        538.716        531.667       -11.7713
           8265           8265        538.303        531.250       -11.7257
           8266           8266        537.882        530.833       -11.6843
           8267           8267        537.470        530.417       -11.6441
           8268           8268        537.056        530.000       -11.6031
           8269           8269        536.645        529.583       -11.5574
           8270           8270        536.235        529.167       -11.5127
           8271           8271        535.814        528.750       -11.4696
           8272           8272        535.402        528.333       -11.4355
           8273           8273        534.989        527.917       -11.3998
           8274           8274        534.575        527.500       -11.3641
           8275           8275        534.161        527.083       -11.3298
           8276           8276        533.750        526.667       -11.2944
           8277           8277        533.339        526.250       -11.2585
           8278           8278        532.924        525.833       -11.2238
           8279           8279        532.510        525.417       -11.1897
           8280           8280        532.089        525.000        -11.169
           8281           8281        531.672        524.583       -11.1377
           8282           8282        531.260        524.167       -11.1028
           8283           8283        530.844        523.750       -11.0675
           8284           8284        530.430        523.333       -11.0324
           8285           8285        530.018        522.917       -10.9984
           8286           8286        529.602        522.500       -10.9628
           8287           8287        529.186        522.083       -10.9258
           8288           8288        528.767        521.667       -10.8859
           8289           8289        528.356        521.250       -10.8471
           8290           8290        527.943        520.833       -10.8077
           8291           8291        527.528        520.417       -10.7656
           8292           8292        527.111        520.000       -10.7246
           8293           8293        526.693        519.583       -10.6874
           8294           8294        526.277        519.167       -10.6515
           8295           8295        525.868        518.750        -10.615
           8296           8296        525.451        518.333       -10.5757
           8297           8297        525.035        517.917       -10.5397
           8298           8298        524.618        517.500       -10.5087
           8299           8299        524.208        517.083       -10.4814
           8300           8300        523.789        516.667       -10.4557
           8301           8301        523.375        516.250       -10.4271
           8302           8302        522.954        515.833       -10.3973
           8303           8303        522.542        515.417        -10.368
           8304           8304        522.123        515.000        -10.353
           8305           8305        521.713        514.583       -10.3319
           8306           8306        521.295        514.167       -10.3085
           8307           8307        520.873        513.750        -10.285
           8308           8308        520.458        513.333       -10.2668
           8309           8309        520.051        512.917        -10.241
           8310           8310        519.630        512.500       -10.2153
           8311           8311        519.217        512.083       -10.1897
           8312           8312        518.797        511.667       -10.1649
           8313           8313        518.383        511.250       -10.1431
           8314           8314        517.965        510.833       -10.1211
           8315           8315        517.548        510.417       -10.0972
           8316           8316        517.133        510.000         -10.07
           8317           8317        516.721        509.583       -10.0494
           8318           8318        516.303        509.167       -10.0278
           8319           8319        515.886        508.750       -10.0046
           8320           8320        515.469        508.333       -9.98421
           8321           8321        515.050        507.917       -9.95915
           8322           8322        514.630        507.500        -9.9333
           8323           8323        514.217        507.083        -9.9075
           8324           8324        513.803        506.667       -9.87885
           8325           8325        513.378        506.250       -9.85367
           8326           8326        512.962        505.833       -9.83135
           8327           8327        512.554        505.417       -9.80966
           8328           8328        512.137        505.000       -9.78958
           8329           8329        511.717        504.583       -9.77317
           8330           8330        511.305        504.167        -9.7549
           8331           8331        510.886        503.750       -9.73459
           8332           8332        510.473        503.333         -9.714
           8333           8333        510.056        502.917       -9.69389
           8334           8334        509.632        502.500       -9.67662
           8335           8335        509.218        502.083       -9.66146
           8336           8336        508.796        501.667       -9.66196
           8337           8337        508.375        501.250       -9.65058
           8338           8338        507.961        500.833       -9.63646
           8339           8339        507.549        500.417       -9.62281
           8340           8340        507.139        500.000       -9.59879
           8341           8341        506.720        499.583       -9.57869
           8342           8342        506.295        499.167       -9.55812
           8343           8343        505.877        498.750        -9.5354
           8344           8344        505.452        498.333       -9.52203
           8345           8345        505.039        497.917        -9.5014
           8346           8346        504.626        497.500       -9.47846
           8347           8347        504.207        497.083       -9.45607
           8348           8348        503.787        496.667       -9.42046
           8349           8349        503.371        496.250       -9.39494
           8350           8350        502.957        495.833       -9.36955
           8351           8351        502.545        495.417       -9.34379
           8352           8352        502.131        495.000        -9.3085
           8353           8353        501.709        494.583       -9.27738
           8354           8354        501.292        494.167       -9.24532
           8355           8355        500.870        493.750       -9.21407
           8356           8356        500.454        493.333        -9.1929
           8357           8357        500.033        492.917       -9.16835
           8358           8358        499.620        492.500       -9.14253
           8359           8359        499.203        492.083       -9.11575
           8360           8360        498.786        491.667       -9.07827
           8361           8361        498.369        491.250       -9.04594
           8362           8362        497.953        490.833       -9.01367
           8363           8363        497.538        490.417       -8.98287
           8364           8364        497.115        490.000       -8.95619
           8365           8365        496.694        489.583       -8.92632
           8366           8366        496.277        489.167       -8.89517
           8367           8367        495.858        488.750       -8.86363
           8368           8368        495.445        488.333       -8.82778
           8369           8369        495.026        487.917       -8.79817
           8370           8370        494.612        487.500       -8.77122
           8371           8371        494.193        487.083       -8.74333
           8372           8372        493.774        486.667       -8.71983
           8373           8373        493.359        486.250       -8.69778
           8374           8374        492.938        485.833       -8.67937
           8375           8375        492.524        485.417        -8.6587
           8376           8376        492.108        485.000       -8.63871
           8377           8377        491.688        484.583       -8.61932
           8378           8378        491.269        484.167       -8.59848
           8379           8379        490.849        483.750        -8.5772
           8380           8380        490.435        483.333       -8.55919
           8381           8381        490.019        482.917       -8.53972
           8382           8382        489.593        482.500       -8.52205
           8383           8383        489.177        482.083       -8.50295
           8384           8384        488.770        481.667       -8.47472
           8385           8385        488.346        481.250       -8.44925
           8386           8386        487.926        480.833       -8.42485
           8387           8387        487.513        480.417       -8.40196
           8388           8388        487.096        480.000       -8.37345
           8389           8389        486.682        479.583       -8.34684
           8390           8390        486.254        479.167       -8.32177
           8391           8391        485.838        478.750       -8.29654
           8392           8392        485.429        478.333       -8.26736
           8393           8393        485.013        477.917       -8.24201
           8394           8394        484.593        477.500       -8.21878
           8395           8395        484.174        477.083       -8.19866
           8396           8396        483.757        476.667       -8.18237
           8397           8397        483.345        476.250       -8.16287
           8398           8398        482.926        475.833       -8.14128
           8399           8399        482.505        475.417       -8.11739
           8400           8400        482.090        475.000       -8.09705
           8401           8401        481.671        474.583       -8.07304
           8402           8402        481.252        474.167        -8.0495
           8403           8403        480.830        473.750       -8.02577
           8404           8404        480.407        473.333       -8.00522
           8405           8405        479.992        472.917       -7.98174
           8406           8406        479.577        472.500       -7.95877
           8407           8407        479.164        472.083       -7.93584
           8408           8408        478.743        471.667       -7.90128
           8409           8409        478.331        471.250       -7.87987
           8410           8410        477.911        470.833       -7.86136
           8411           8411        477.490        470.417       -7.84335
           8412           8412        477.078        470.000       -7.83131
           8413           8413        476.660        469.583       -7.81521
           8414           8414        476.242        469.167       -7.79955
           8415           8415        475.820        468.750       -7.78397
           8416           8416        475.407        468.333       -7.77685
           8417           8417        474.983        467.917       -7.76228
           8418           8418        474.564        467.500       -7.74491
