Filename:	C:\Program Files (x86)\PerkinElmer\TGA Surfdrive\TGA Data\HS006_600C.tg8d 
Operator ID:	 
Sample ID:	HS006_600C 
Comment: 	 
Serial Number:	526B17062606 
Data Collected:	6-3-2025 13:24:30 
Sample Weight:	5.881 mg 
Display Weight:	5.881 
Validation 
Validated:	No 
By:	 
Date:	 
Calibration Information 
Filename:	C:\Program Files (x86)\PerkinElmer\Pyris\Calibrations\20241217  HS.tg8c 
Date/Time:	17-12-2024 16:37:06 
Initial Conditions 
Temperature:	 30.00 °C 
Baseline Filename:	 
End Condition:	Go To Load 
Total Points in Run:	16077 
Method Steps: 
Pre-Run Actions 
Start the Run 
	Action occurs Immediately 
1)	Hold for 20.0 min at 30.00°C 
 
2)	Heat from 30.00°C to 300.00°C at 10.00°C/min 
		Switch External Channel 6 to On 
			Action occurs Immediately 
 
3)	Heat from 300.00°C to 600.00°C at 10.00°C/min 
		Switch the Gas to Nitrogen at 25.0 ml/min  
			Action occurs Immediately 
 
4)	Hold for 60.0 min at 600.00°C 
 
5)	Hold for 30.0 min at 600.00°C 
		Switch the Gas to Argon at 25.0 ml/min  
			Action occurs Immediately 
 
6)	Hold for 60.0 min at 600.00°C 
		Switch External Channel 5 to On 
			Action occurs Immediately 
		Switch the Gas to Argon at 5.0 ml/min  
			Action occurs Immediately 
 
7)	Hold for 10.0 min at 600.00°C 
		Switch the Gas to Argon at 25.0 ml/min  
			Action occurs Immediately 
		Switch External Channel 5 to Off 
			Action occurs Immediately 
 
8)	Cool from 600.00°C to 50.00°C at 50.00°C/min 
		Switch External Channel 6 to Off 
			Action occurs Immediately 
 
9)	Hold for 20.0 min at 50.00°C 
 
1) TGA Isothermal 
	Time     	Unsubtracted	Baseline     	Program     	Sample     	Sample     	Balance      
	          	Weight     	Weight     	Temperature	Temperature	Purge Flow	Purge Flow 
	2.666667	5.794964	0.000000	30.000000	30.000000	25.000000	75.000000 
	2.683333	5.794782	0.000000	30.000000	30.000000	25.000000	74.900000 
	2.700000	5.794563	0.000000	30.000000	30.000000	25.000000	75.000000 
	2.716667	5.794380	0.000000	30.000000	30.000000	25.000000	75.000000 
	2.733333	5.794198	0.000000	30.000000	30.000000	25.000000	75.000000 
	2.750000	5.794015	0.000000	30.000000	29.990000	25.000000	75.000000 
	2.766667	5.793796	0.000000	30.000000	30.000000	25.000000	74.900000 
	2.783333	5.793614	0.000000	30.000000	29.990000	25.000000	75.000000 
	2.800000	5.793431	0.000000	30.000000	29.990000	25.000000	74.900000 
	2.816667	5.793249	0.000000	30.000000	29.990000	25.000000	75.000000 
	2.833333	5.793066	0.000000	30.000000	29.990000	25.000000	74.900000 
	2.850000	5.792884	0.000000	30.000000	29.990000	25.000000	74.900000 
	2.866667	5.792701	0.000000	30.000000	29.980000	25.000000	74.900000 
	2.883333	5.792555	0.000000	30.000000	29.990000	25.000000	75.000000 
	2.900000	5.792373	0.000000	30.000000	30.000000	25.000000	74.900000 
	2.916667	5.792190	0.000000	30.000000	30.000000	25.000000	75.000000 
	2.933333	5.792044	0.000000	30.000000	30.000000	25.000000	74.900000 
	2.950000	5.791862	0.000000	30.000000	30.010000	25.000000	74.900000 
	2.966667	5.791716	0.000000	30.000000	30.010000	25.000000	74.900000 
	2.983333	5.791570	0.000000	30.000000	30.010000	25.000000	75.000000 
	3.000000	5.791424	0.000000	30.000000	30.010000	25.000000	74.900000 
	3.016667	5.791241	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.033333	5.791095	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.050000	5.790949	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.066667	5.790767	0.000000	30.000000	29.990000	25.000000	74.900000 
	3.083333	5.790621	0.000000	30.000000	30.000000	25.000000	75.000000 
	3.100000	5.790438	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.116667	5.790256	0.000000	30.000000	30.000000	25.000000	75.000000 
	3.133333	5.790037	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.150000	5.789854	0.000000	30.000000	30.000000	25.000000	75.000000 
	3.166667	5.789708	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.183333	5.789526	0.000000	30.000000	30.000000	25.000000	75.000000 
	3.200000	5.789416	0.000000	30.000000	30.000000	25.000000	74.800000 
	3.216667	5.789270	0.000000	30.000000	29.990000	25.000000	74.900000 
	3.233333	5.789161	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.250000	5.789051	0.000000	30.000000	30.000000	25.000000	75.000000 
	3.266667	5.788905	0.000000	30.000000	30.000000	25.000000	74.800000 
	3.283333	5.788759	0.000000	30.000000	30.000000	25.000000	75.000000 
	3.300000	5.788613	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.316667	5.788431	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.333333	5.788285	0.000000	30.000000	29.990000	25.000000	74.900000 
	3.350000	5.788139	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.366667	5.787993	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.383333	5.787847	0.000000	30.000000	29.990000	25.000000	74.900000 
	3.400000	5.787701	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.416667	5.787555	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.433333	5.787409	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.450000	5.787263	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.466667	5.787080	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.483333	5.786934	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.500000	5.786788	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.516667	5.786606	0.000000	30.000000	30.010000	25.000000	74.900000 
	3.533333	5.786496	0.000000	30.000000	30.010000	25.000000	74.900000 
	3.550000	5.786350	0.000000	30.000000	30.010000	25.000000	74.900000 
	3.566667	5.786204	0.000000	30.000000	30.010000	25.000000	74.900000 
	3.583333	5.786095	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.600000	5.785912	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.616667	5.785766	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.633333	5.785584	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.650000	5.785438	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.666667	5.785292	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.683333	5.785109	0.000000	30.000000	29.990000	25.000000	74.900000 
	3.700000	5.785000	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.716667	5.784854	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.733333	5.784744	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.750000	5.784598	0.000000	30.000000	30.010000	25.000000	74.900000 
	3.766667	5.784489	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.783333	5.784343	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.800000	5.784197	0.000000	30.000000	30.010000	25.000000	74.900000 
	3.816667	5.784051	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.833333	5.783869	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.850000	5.783723	0.000000	30.000000	30.000000	25.000000	74.800000 
	3.866667	5.783577	0.000000	30.000000	29.990000	25.000000	74.900000 
	3.883333	5.783467	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.900000	5.783358	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.916667	5.783285	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.933333	5.783175	0.000000	30.000000	29.990000	25.000000	74.900000 
	3.950000	5.783066	0.000000	30.000000	30.000000	25.000000	74.800000 
	3.966667	5.782956	0.000000	30.000000	30.000000	25.000000	74.900000 
	3.983333	5.782847	0.000000	30.000000	30.000000	25.000000	74.900000 
	4.000000	5.782737	0.000000	30.000000	29.990000	25.000000	74.900000 
	4.016667	5.782628	0.000000	30.000000	29.990000	25.000000	74.900000 
	4.033333	5.782482	0.000000	30.000000	29.990000	25.000000	74.800000 
	4.050000	5.782372	0.000000	30.000000	30.000000	25.000000	74.900000 
	4.066667	5.782226	0.000000	30.000000	30.000000	25.000000	74.900000 
	4.083333	5.782153	0.000000	30.000000	30.010000	25.000000	74.900000 
	4.100000	5.782007	0.000000	30.000000	30.010000	25.000000	74.900000 
